"part_num","name","part_cat_id"
"11217pr0007b","Minifig Helmet SW Clone Trooper with Dark Green Markings Print (Commander Gree)",65
"11217pr0008a","Minifig Helmet SW Clone Trooper with 41st Camouflage Print",65
"11217pr0008b","Minifig Helmet SW Clone Trooper with Orange 212th Battalion Markings Print",65
"11217pr0009","Minifig Helmet SW Clone Trooper with Wolf Insignia on Forehead and Dark Bluish Gray Markings Print",65
"11217pr0010","Minifig Helmet SW Clone Trooper with Red Shock Trooper Markings Print",65
"11217pr0011","Minifig Helmet SW Clone Trooper with Tan and Dark Tan Camouflage Print",65
"11217pr0141","Minifig Helmet SW Clone Trooper with Gold Gunner Print",65
"11219","Minifig Helmet - Republic Trooper [Plain]",24
"11219pr0001","Minifig Helmet Republic Trooper with Orange Print",65
"1121L","Modulex Brick 1 x 2 with LEGO on Stud",66
"1121M","Modulex Brick 1 x 2 with M on Stud",66
"1122L","Modulex Brick 2 x 2 with LEGO on Studs",66
"1122M","Modulex Brick 2 x 2 with M on Studs",66
"11233","Minifig Mask Wolf",65
"11233pr0001","Minifig Mask Wolf with Fangs and Dark Bluish Gray Nose Print",65
"11233pr0002","Minifig Mask Wolf with Face Details, Scars and White Ears Print",65
"11233pr0003","Minifig Mask Wolf with Fangs, Stubble and Three Dark Red Gashes Print",65
"11233pr0004","Minifig Mask Wolf with Fangs, Light Bluish Gray Fur and Ears Print",65
"11233pr0005","Minifig Mask Wolf with Fangs and Gray Nose Print",65
"11241pr0001","Horse Foal with Brown Eyes and Black Eyelashes Print",28
"11241pr0002","Horse Foal with Black Eyes, White Pupils and Black Eyelashes Print",28
"11241pr0003","Horse Foal with Brown Eyes and Black Eyelashes Print",28
"11241pr0004","Horse Foal with Blue Eyes, White Pupils and Black Eyelashes Print",28
"11241pr0005","Horse Foal with Gray Eyeshadow, Gray Eyes, White Pupils and Black Eyelashes Print",28
"11245","Bag / Rucksack (School) [Plain]",27
"11245pr0001","Bag / Rucksack (School) with Magenta Buckle and Flower and Circles Print",27
"11245pr0002","Bag / Rucksack (School) with Medium Blue Buckle and Star Print",27
"11248c01","Duplo Car Base 2 x 6 with Yellow Wheels with Fake Bolts and Open Hitch End",4
"11248c02","Duplo Car Base 2 x 6 with Open Hitch End and Red Wheels with Fake Bolts",4
"11248c03","Duplo Car Base 2 x 6 with Lavender Wheels with Fake Bolts and Open Hitch End",4
"11249","Duplo Treasure Chest Opening 2 x 3 x 3 with Detailed Lid Ends",4
"11250","Equipment Judge's Gavel",27
"11252","Equipment Oval Tray",27
"11253","Sports Roller Skate",27
"11254","Minifig Hair Female Mid-Length with Part over Front of Right Shoulder [Plain]",24
"11254pr0001","Minifig Hair Mid-Length with Parting and Rag Wrap / Bandana Dark Purple and 3 Gold Coins Print",65
"11254pr0002","Minifig Hair Mid-Length with Parting and Rag Wrap / Bandana Red Print",65
"11255","Minifig Hair Long with Curls (Judge's Peruke)",65
"11256","Minifig Hair Short Wavy with Side Part",65
"11257","Minifig Mask Cyclops with Horn [Plain]",24
"11257pr0001","Minifig Mask Cyclops with White Horn and White Teeth Print",65
"11257pr0002","Minifig Mask Cyclops with White Horn, White Teeth, Magenta Lipstick and Black Beauty Mark Print",65
"11258","Minifig Cap, Worker",65
"11259pr0001","Minifig Hat Police with Dark Blue Top and Molded Gold Badge Print",65
"11260","Minifig Neckwear Armour with Square Shoulder Protection (Space) [Plain]",27
"11260pr0001","Minifig Neckwear Armour with Square Shoulder Protection (Space) with Silver Grille and Orange Markings Print",27
"11260pr0002","Minifig Neckwear Armour with Square Shoulder Protection (Space) with Blacktron I Logo and Silver Grill Print",27
"11260pr0003","Minifig Neckwear Armour with Square Shoulder Protection (Space) with Silver Grille Print",27
"11261","Minifig Hair Long with Braided Front",65
"11262","Minifig Mask Chicken [Plain]",24
"11262pr0001","Minifig Mask Chicken with Yellow Beak and Red Comb and Wattles Print",65
"11263","MINI CHICKEN WING",13
"11264pr0001","Minifig Hair Short, Straight Cut Fringe with Gold Laurel Wreath Print",65
"11265pr0001","Minifig Mech Helmet with Open Visor Small and Orange and Silver Markings Print",65
"11265pr0002","Minifig Mech Helmet with Open Visor, Mouth Grill and Silver Markings Print",65
"11265pr0003","Minifig Mech Helmet with Open Visor Small and Metallic Silver Print",65
"11267","Friends Slide Curved",5
"11268","Hero Factory Armour with Rock Spikes",41
"11269","Hero Factory Helmet Visor with Clip",41
"11269pr0001","Hero Factory Helmet Visor with Clip with Face Guard Print",41
"11269pr0002","Hero Factory Helmet Visor with Clip with Face Guard Print Type 3",41
"11269pr0003","Hero Factory Helmet Visor with Clip with Face Guard Print Type 2",41
"11269pr0004","Hero Factory Helmet Visor with Clip with Knight Visor Print",41
"11270","Hero Factory Head with Handle",41
"11271","Hero Factory Full Torso Armour with 4 Handles",41
"11272","Technic Axle Connector 2 x 3 Quadruple",12
"11273","Hero Factory Shield with Half 'H'",41
"11275","Hero Factory Mask (Evo 2013)",41
"11276","Hero Factory Mask (Rocka 2013)",41
"11277","Hero Factory Mask [Surge]",41
"11278","Hero Factory Mask (Stormer 2013)",41
"11279","Hero Factory Mask (Bulk 2013)",41
"11280","Hero Factory Mask (Furno 2013)",41
"11281","Hero Factory Mask (Breez 2013)",41
"11282","Hero Factory Mask (Ogrum)",41
"11286","Hero Factory Mask (Scarox)",41
"11287","Hero Factory Mask (Pyrox)",41
"11288","Hero Factory Mask (Dragon Bolt)",41
"11289","Windscreen 4 x 4 x 4 2/3 with Handle",47
"11290","Slope Curved 2 x 8 x 2 Double",37
"11291","Wedge 3 x 4 x 2/3 Cutout",6
"11293","Aircraft Fuselage Curved Forward 6 x 8 Top",47
"11294","Hero Factory Mask (Aquagon) ",41
"11295","Aircraft Fuselage Curved Forward 6 x 8 Bottom",47
"11296","Hero Factory Mask (Bruizer)",41
"11297","Glass for Aircraft Fuselage Curved Forward 6 x 8 Top [Fits 11293]",16
"11298","Hero Factory Mask [Frost Beast]",41
"11299","Ladder 16 x 3.5 with Side Supports",32
"11301","Slope, Curved 2 x 8 x 2 Inverted Double",37
"11302","Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole",41
"11302pat0001","Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole with Marbled Trans-Yellow / Trans-Red Pattern",41
"11302pat0002","Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole with Marbled Trans-Yellow / Trans-Dark Blue Pattern",41
"11302pat0003","Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axlehole with Marbled Trans-Light Blue / White Pattern",41
"11302pat0004","Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole with Marbled Trans-Clear / Trans-Neon Green Pattern",41
"11302pat0006","Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole with Marbled Trans-Light Blue / Trans Purple Pattern",41
"11302pat0007","Hero Factory Weapon Accessory - Flame/Lightning Bolt with Axle Hole with Marbled Trans-Yellow / Trans-Dark Pink Pattern",41
"11303","Minifig Cap Short Curved Bill with Seams and Hole on Top",65
"11305","Hero Factory Weapon - Blade with Curved Tip",41
"1131","Large Figure Visor - Vladek",41
"1131L","Modulex Brick 1 x 3 with LEGO on Stud",66
"1131M","Modulex Brick 1 x 3 with M on Stud",66
"11327","Rancor Paw with Pin",28
"11329","Rancor Claw",28
"1132L","Modulex Brick 2 x 3 with LEGO on Studs",66
"1132M","Modulex Brick 2 x 3 with M on Studs",66
"11331","Minifig Helmet SW Clone Pilot with Elongated Breathing Mask [Plain]",24
"11331pr0001","Minifig Helmet SW Clone Pilot with Elongated Breathing Mask and 501st Print",65
"11334","Hero Factory Armour with Spikes",41
"11335","Duplo Building Wall 1 x 8 x 6 with Window Opening",4
"11336","Hero Factory Weapon - Axe/Sword Double Spiked",41
"11338","Hero Factory Weapon - Axe/Sword with Jagged Blade",41
"11340","Rancor Body with Black Eyes Print",28
"11342","Rancor Arm Right with Dark Bluish Gray Ring Print",28
"11343","Rancor Arm Left",28
"11344","Duplo Brick 2 x 3 x 2 with Curved Top",4
"11344pr0001","Duplo Brick 2 x 3 x 2 with Curved Top and Eye Print on Both Sides",4
"11344pr0002","Duplo Brick 2 x 3 x 2 with Curved Top with Elephant Face Print",4
"11344pr0003","Duplo Brick 2 x 3 x 2 with Curved Top and Eye Print with Color Detail in Eye on Both Sides",4
"11344pr0006","Duplo Brick 2 x 3 x 2 with Curved Top with 2 Windows and Girl/Boy Print",4
"11344pr0007","Duplo Brick 2 x 3 x 2 with Curved Top and Bird Head Print on Both Sides",4
"11344pr0008","Duplo Brick 2 x 3 x 2 with Curved Top",4
"11344pr0009","Duplo Brick 2 x 3 x 2 with Curved Top with Giraffe print",4
"11344pr0010","Duplo Brick 2 x 3 x 2 with Curved Top with Bird/Parrot print",4
"11345","Duplo Building Door Frame 4 x 4 x 3",4
"11356","Large Figure Head Modified Chima Crocodile Upper Jaw with Teeth",41
"11356pr0001","Large Figure Head Modified Chima Crocodile Upper Jaw with Teeth and Silver Print",41
"11356pr0002","Large Figure Head Modified Chima Crocodile Upper Jaw with Teeth and Gold Armor Print",41
"113578","Paper, Information Note, Use of Battery Box - 113578-UK/F/NL",17
"11369pr0001","Duplo Animal Goat with Black/White Eyes Print",4
"11369pr0002","Duplo Animal Goat with Eyes and Dark Brown Spots Print",4
"11374pb01","Duplo Animal Fish with Large Eyes and Stripes on Top Print (Flounder / Fabius)",4
"11385pr0001","Duplo Teddy Bear Sitting - Black Eyes with White Pupil - Black Nose and Mouth Print",4
"11385pr0002","Duplo Teddy Bear Sitting - Black Eyes with White Pupil - Black Nose and Mouth in Tan Muzzle Print - Tan Paws",4
"11399","Plate Special 4 x 4 with Clips Horizontal (thick open O clips)",9
"11402","Tools [Complete Set]",27
"11403pr0001c01","Minidoll Hips and Shorts with Light Flesh Legs and Dark Pink Shoes Print",64
"11403pr0002c01","Minidoll Hips and Shorts with Medium Dark Flesh Legs and Magenta Sandals Print",64
"11403pr0003c01","Minidoll Hips and Shorts with Medium Dark Flesh Legs and Lime Sandals Print",64
"11403pr0004c01","Minidoll Hips and Shorts with Medium Dark Flesh Legs and Magenta Stripe on Shoes Print",64
"11403pr0005c01","Minidoll Hips and Shorts with Light Flesh Legs and Sand Blue Laces on Yellow and White Shoes Print",64
"11403pr0006c01","Minidoll Hips and Shorts with Medium Dark Flesh Legs and Magenta Stripe on Lime Sandals Print",64
"11403pr0007","Minidoll Hips and Shorts with Red Shoes and White Laces and Soles Print",64
"11403pr0008c01","Minidoll Hips and Shorts with Light Flesh Legs and Dark Purple Laces on Sand Blue Shoes Print",64
"11403pr0100","Minidoll Hips and Shorts with Right Black Leg and Left Red Leg, and Blue Shoes Print (Harley Quinn)",64
"11403pr0102c01","Minidoll Hips and Shorts with Light Flesh Legs and White Laces on Yellow and White Shoes Print",64
"11403pr0105","Minidoll Hips and Shorts with Light Flesh Legs, White Knee Socks with Dark Blue Stripes, Medium Azure Sneakers Print",64
"11403pr0106","Minidoll Hips and Shorts with Light Flesh Legs and Azure Laced Shoes",64
"11403pr0108","Minidoll Hips and Shorts with Flesh Legs and Black Laces on Dark Azure and Dark Pink Shoes Print",64
"11403pr0111","Minidoll Hips and Shorts with Light Flesh Legs and Orange Laced Shoes Print",64
"11407pr0001c01","Minidoll Hips and Wrap Skirt with Light Flesh Legs and Black Sandals Print",64
"11407pr0003c01","Minidoll Hips and Wrap Skirt with Light Flesh Legs and Dark Blue Sandals Print",64
"11407pr0004c01","Minidoll Hips and Wrap Skirt with Light Flesh Legs and Medium Azure Sandals Print",64
"11407pr0005","Minidoll Hips and Wrap Skirt with Light Flesh Legs and Medium Azure Waves Print",64
"11407pr0006c01","Minidoll Hips and Wrap Skirt with Gold Layer, Long Dark Blue Boots with Gold Filigree Print",64
"11407pr0104","Minidoll Hips and Wrap Skirt with Tan Layer, Medium Dark Flesh Legs and Feet Print",64
"11407pr0107","Minidoll Hips and Wrap Skirt with Dark Green Thorn Design, Light Flesh Legs with Dark Green Leggings and Shoes Print",64
"11407pr0108","Minidoll Hips and Wrap Skirt, Light Flesh Legs, Magenta Sandals with Stars Print",64
"11407pr0113","Minidoll Hips and Wrap Skirt with Blue Layer, Light Flesh Legs, Dark Azure Sandals with Silver Elves Print",64
"11407pr0116","Minidoll Hips and Wrap Skirt, with Silver Legs and Black V-Stripes and Soles Print",64
"11407pr0117","Minidoll Hips and Wrap Skirt with Light Flesh Legs and Feet Print",64
"11407pr0143","Minidoll Hips and Wrap Skirt with Medium Blue with Light Aqua Layer, Dark Blue Boots with Silver Striping Print",64
"11408","Minidoll Torso Boy [No Arms or Hands][Plain]",63
"11408c01","Minidoll Torso Boy with Light Flesh Arms and Hands",63
"11408c01pr0001","Minidoll Torso Boy with Light Flesh Arms and Hands with Medium Blue Polo Shirt Print",63
"11408c01pr0003","Minidoll Torso Boy with Light Flesh Arms and Hands with Tan Sleeves and Sand Blue Shirt Print",63
"11408c01pr0004","Minidoll Torso Boy with Light Flesh Arms and Hands with White Shirt and Red Sash Print",63
"11408c01pr0007","Minidoll Torso Boy with Light Flesh Arms and Hands with Sand Green Hoodie with White Shirt Underneath, and Sand Green Sleeves Print",63
"11408c01pr0008","Minidoll Torso Boy with Light Flesh Arms and Hands with Red Short Sleeves and Red and White Striped T-Shirt Print",63
"11408c01pr0009","Minidoll Torso Boy with Light Flesh Arms and Hands with Lime Top with Bronze Mail, Reddish Brown Elves Tattoo Print",63
"11408c01pr0010","Minidoll Torso Boy with Light Flesh Arms and Hands with Orange Sleeveless Jacket with Dark Red Elves Details Print",63
"11408c01pr0012","Minidoll Torso Boy with Light Flesh Arms and Hands with Dark Red Bellboy Jacket and Long Sleeves Print",63
"11408c01pr0013","Minidoll Torso Boy with Light Flesh Arms and Hands with Dark Orange Elves Tattoo, and Gold and Dark Green Plant Print",63
"11408c01pr0015","Minidoll Torso Boy with Light Flesh Arms and Hands with Yellow and Orange Polo Shirt with Pocket and Name Tag Print",63
"11408c01pr0016","Minidoll Torso Boy with Light Flesh Arms and Hands with Sand Blue Jacket over White Shirt with 5 Magenta Stripes, and Sand Blue Sleeves Print",63
"11408c01pr0017","Minidoll Torso Boy with Light Flesh Arms and Hands with Lime Shirt with Copper Leaf on Armor Print",63
"11408c01pr0030","Minidoll Torso Boy with Light Flesh Arms and Hands with Dark Blue Long Sleeves and Jacket and Tie with White Shirt Print",63
"11408c01pr0100","Minidoll Torso Boy with Light Flesh Arms and Hands with Green Shirt with Pocket, over Lime Undershirt, and Green Short Sleeves Print",63
"11408c01pr0102","Minidoll Torso Boy with Light Flesh Arms and Hands with Lime Shirt with Copper Shoulders and Leaves Print",63
"11408c01pr0103","Minidoll Torso Boy with Light Flesh Arms and Hands with Silver and Gold Armor with Goblin Eye on Front, Black Elves Tattoo on Left Arm Print",63
"11408c01pr0105","Minidoll Torso Boy with Light Flesh Arms and Hands with Red Shirt, Yellow Lightning in White Circle, and Dark Red Sleeves Print (The Flash)",63
"11408c01pr0107","Minidoll Torso Boy with Light Flesh Arms and Hands with White Shirt with Green Bands at Wrist, and Green Jacket Print",63
"11408c01pr0109","Minidoll Torso Boy with Light Flesh Arms and Hands with Bare/Naked Print",63
"11408c01pr0111","Minidoll Torso Boy with Light Flesh Arms and Hands with Hawaiian Shirt with Palm Tree and Sunset Print",63
"11408c02pr0002","Minidoll Torso Boy with Medium Dark Flesh Arms and Hands with Bright Green Polo Shirt with Short Sleeves Print",63
"11408c02pr0006","Minidoll Torso Boy with Medium Dark Flesh Arms and Hands with Tan Shirt and Short Sleeves with 2 Breast Pockets Print",63
"11408c02pr0014","Minidoll Torso Boy with Medium Dark Flesh Arms and Hands with Blue Shirt and Brown Shoulder Armour Print",63
"11408c02pr0101","Minidoll Torso Boy with Medium Dark Flesh Arms and Hands with Blue Sleeveless Hoodie over Bright Light Orange Shirt Print",63
"11408c02pr0104","Minidoll Torso Boy with Medium Dark Flesh Arms and Hands with Dots Fading to Bright Light Yellow, with Lime Short Sleeves Print",63
"11408c02pr0110","Minidoll Torso Boy with Medium Dark Flesh Arms and Hands with Dark Red Overall, Dark Azure Shirt, Name Tag, Grease Stains Print",63
"11408c03pr0005","Minidoll Torso Boy with Arms and White Hands, Bright Light Blue Top and Sleeves with Gold Necklace Print",63
"11408c03pr0011","Minidoll Torso Boy with Arms and White Hands with Tan Top and Sleeves with Gold Necklace Print",63
"11408d01pr0106","Minidoll Torso Boy with Lime Left Arm, White Right Arm and Dark Blue Hands with Lime, White, and Dark Blue Jacket Print",63
"11408pr0112c01","Minidoll Torso Boy Dark Blue Vest with Gold Trim, Bare Chest, Dark Red Belt (Aladdin)",13
"11408pr0113c01","Minidoll Torso Blue Shirt with Gold Horse Shoes, Medium Blue Shirt with Black Horse",63
"1140Ma","Modulex Brick 2 x 20 with LEGO on Studs",66
"1140Mb","Modulex Brick 2 x 20 with LEGO on Studs - No End Walls",66
"11418","Minifig Head Top Goblin with Ears [Plain]",59
"11418pr0001","Minifig Head Top Goblin with Ears and Dark Bluish Gray Hair Lines Print",65
"1141L","Modulex Brick 1 x 4 with LEGO on Stud",66
"1141M","Modulex Brick 1 x 4 with M on Stud",66
"11420pr0001","Minifig Hair with Beard Braided with Laced Shirt Centre Print",65
"11421","Minifig Hair with Beard Braided [Plain]",24
"11421pr0001","Minifig Hair with Beard Braided Dark Bluish Gray and Metallic Silver Print [Bifur]",65
"11422pr0001","Minifig Hood with Flaps, Fur-lined and Dark Brown Braided Hair Print",65
"11423pr0001","Minifig Hair with Spiked Braid and Beard with White Braids Print",65
"11429pr0001","Warg Lower Jaw with Tan Teeth Print",28
"1142L","Modulex Brick 2 x 4 with LEGO on Studs",66
"1142M","Modulex Brick 2 x 4 with M on Studs",66
"11435","Eagle Body with Beak, Eyes and Tail Feathers [Plain]",24
"11435pr0001","Eagle Body with Beak, Eyes and Dark Brown Tail Feathers Print",28
"11435pr0002","Eagle Body with Beak, Eyes and Dark Brown Head and Tail Feathers Print",28
"11437","Minifig Helmet Ninja Horn Elaborate",65
"11438","Minifig Neckwear Armour Breastplate with Shoulder Ridges",27
"11439","Weapon Sword with Jagged Edges [Plain]",27
"11439pat0001","Weapon Sword with Jagged Edges and Trans Red Center",27
"11439pat0002","Weapon Sword with Jagged Edges and Marbled Trans Medium Blue Pattern",27
